NYMOX PHARMACEUTICAL CORP|0001018735|20FR12G/A|19970403|None|1997/0000950131-97-002394.txt|0001018735-19970403.txt
NYMOX PHARMACEUTICAL CORP|0001018735|20FR12G/A|19970409|None|1997/0000950131-97-002492.txt|0001018735-19970409.txt
INTERACTIVE ENTERTAINMENT LTD|0000882537|20-F|19970912|19970228|1997/0000950131-97-005549.txt|0000882537-19970912.txt
OLICOM A S|0000891426|20-F|19970630|19961231|1997/0000950134-97-005052.txt|0000891426-19970630.txt
DRANSFIELD CHINA PAPER CORP|0001021126|20FR12G|19970922|None|1997/0000950134-97-006953.txt|0001021126-19970922.txt
DRANSFIELD CHINA PAPER CORP|0001021126|20FR12G/A|19970930|None|1997/0000950134-97-007114.txt|0001021126-19970930.txt
DIADEM RESOURCES LTD|0001027599|20FR12G/A|19970228|None|1997/0000950150-97-000240.txt|0001027599-19970228.txt
DIADEM RESOURCES LTD|0001027599|20FR12G/A|19970401|None|1997/0000950150-97-000474.txt|0001027599-19970401.txt
MINCO MINING & METALS CORP|0001020825|20FR12G|19970529|None|1997/0000950151-97-000162.txt|0001020825-19970529.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20FR12G|19971202|None|1997/0001002334-97-000095.txt|0001050692-19971202.txt
TURBODYNE TECHNOLGIES INC|0001022097|20-F|19970715|19961231|1997/0001011438-97-000095.txt|0001022097-19970715.txt
LOGITECH INTERNATIONAL SA|0001032975|20-F|19970630|19970331|1997/0001012870-97-001218.txt|0001032975-19970630.txt
GOLDEN RULE RESOURCES LTD|0000920543|20-F|19970402|19960930|1997/0001021890-97-000092.txt|0000920543-19970402.txt
IWI HOLDING LTD|0000923168|20-F|19970630|19961231|1997/0001026700-97-000103.txt|0000923168-19970630.txt
PLANNING SCIENCES INTERNATIONAL PLC|0001010555|20FR12G|19970530|None|1997/0001029869-97-000662.txt|0001010555-19970530.txt
FANTOM TECHNOLOGIES INC|0000864300|20-F|19971222|19970630|1997/0001047469-97-008507.txt|0000864300-19971222.txt
GOLDEN STATE PETRO IOM I A PLC|0001038460|20-F|19981028|19971231|1998/0000882377-98-000576.txt|0001038460-19981028.txt
GOLDEN STATE PETRO IOM I B PLC|0001038461|20-F|19981028|19971231|1998/0000882377-98-000577.txt|0001038461-19981028.txt
ARAMEX INTERNATIONAL LTD|0001026459|20-F|19980410|19971231|1998/0000889812-98-000910.txt|0001026459-19980410.txt
PAGING NETWORK DO BRAZIL SA|0001041491|20-F|19980430|19971231|1998/0000889812-98-001096.txt|0001041491-19980430.txt
D G JEWELLERY OF CANADA LTD|0001029631|20-F|19980626|19971231|1998/0000889812-98-001607.txt|0001029631-19980626.txt
SPECTRUM SIGNAL PROCESSING INC|0000884455|20-F|19980630|19971231|1998/0000889812-98-001650.txt|0000884455-19980630.txt
MINCO MINING & METALS CORP|0001020825|20FR12G|19980126|None|1998/0000891020-98-000060.txt|0001020825-19980126.txt
TEEKAY SHIPPING CORP|0000911971|20-F|19980520|19980331|1998/0000891020-98-000872.txt|0000911971-19980520.txt
MFC BANCORP LTD|0000016859|20-F|19980618|19971231|1998/0000891020-98-001005.txt|0000016859-19980618.txt
APT SATELLITE HOLDINGS LTD|0001027229|20-F|19980630|19971231|1998/0000891020-98-001051.txt|0001027229-19980630.txt
TEVECAP S A|0001034029|20-F|19980521|19971231|1998/0000891554-98-000652.txt|0001034029-19980521.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20-F|19981016|19980630|1998/0000891554-98-001320.txt|0001050692-19981016.txt
DIADEM RESOURCES LTD|0001027599|20-F|19981215|19980531|1998/0000891554-98-001564.txt|0001027599-19981215.txt
BAAN CO N V|0000944624|20-F|19980504|19971231|1998/0000891618-98-002095.txt|0000944624-19980504.txt
RADICA GAMES LTD|0000919642|20-F|19981222|19981031|1998/0000891836-98-000760.txt|0000919642-19981222.txt
DENISON INTERNATIONAL PLC|0001042598|20-F|19980403|19971231|1998/0000899140-98-000202.txt|0001042598-19980403.txt
REUTERS GROUP PLC|0001056084|20-F|19980306|19971231|1998/0000909518-98-000164.txt|0001056084-19980306.txt
KNIGHTSBRIDGE TANKERS LTD|0001029145|20-F|19980317|19971231|1998/0000919574-98-000408.txt|0001029145-19980317.txt
NORDIC AMERICAN TANKER SHIPPING LTD|0001000177|20-F|19980630|19971231|1998/0000919574-98-000674.txt|0001000177-19980630.txt
CHINA ENERGY RESOURCES CORP|0000925527|20-F|19980715|19971231|1998/0000925527-98-000006.txt|0000925527-19980715.txt
MERIDIAN GOLD INC|0001016888|20-F|19980423|19971231|1998/0000927356-98-000606.txt|0001016888-19980423.txt
DSG INTERNATIONAL LTD|0000883230|20-F|19980612|19971231|1998/0000929624-98-001134.txt|0000883230-19980612.txt
ALLIANCE RESOURCES PLC|0000937568|20-F|19980618|19970430|1998/0000930661-98-001388.txt|0000937568-19980618.txt
ORTHOFIX INTERNATIONAL N V|0000884624|20-F|19980903|19971231|1998/0000947871-98-000290.txt|0000884624-19980903.txt
PEAK INTERNATIONAL LTD|0001036081|20-F|19980612|19980331|1998/0000950109-98-003639.txt|0001036081-19980612.txt
STMICROELECTRONICS NV|0000932787|20-F|19980629|19971231|1998/0000950109-98-003790.txt|0000932787-19980629.txt
ABN AMRO HOLDING N V|0001038727|20-F|19980420|19971231|1998/0000950123-98-003941.txt|0001038727-19980420.txt
NYMOX PHARMACEUTICAL CORP|0001018735|20-F|19980508|19971231|1998/0000950123-98-004728.txt|0001018735-19980508.txt
SAP AKTIENGESELLSCHAFT SYSTEMS APPLICATIONS PRODUCTS IN DATA|0001000184|20FR12B|19980622|None|1998/0000950123-98-006138.txt|0001000184-19980622.txt
MATSUSHITA ELECTRIC INDUSTRIAL CO LTD|0000063271|20-F|19980805|19980331|1998/0000950123-98-007173.txt|0000063271-19980805.txt
SONY CORP|0000313838|20-F|19980917|19980331|1998/0000950123-98-008354.txt|0000313838-19980917.txt
TRINITY BIOTECH PLC|0000888721|20-F|19981009|19971231|1998/0000950123-98-008897.txt|0000888721-19981009.txt
PC DOCS GROUP INTERNATIONAL INC|0000916691|20-F|19981118|19980630|1998/0000950124-98-006869.txt|0000916691-19981118.txt
INTELLIGENT POLYMERS LTD|0001046214|20-F|19981231|19980630|1998/0000950124-98-007810.txt|0001046214-19981231.txt
SAATCHI & SAATCHI PLC //|0001050952|20-F|19980618|19971231|1998/0000950127-98-000238.txt|0001050952-19980618.txt
CORDIANT COMMUNICATIONS GROUP PLC /ADR|0001010401|20-F|19980629|19971231|1998/0000950127-98-000245.txt|0001010401-19980629.txt
ANSALDO SIGNAL NV|0001027228|20-F|19980622|19971231|1998/0000950128-98-000868.txt|0001027228-19980622.txt
PETSEC ENERGY LTD|0001017910|20FR12G|19980408|None|1998/0000950129-98-001510.txt|0001017910-19980408.txt
TELESP PARTICIPACOES SA|0001066119|20FR12B|19980918|None|1998/0000950130-98-004576.txt|0001066119-19980918.txt
TELE CENTRO SUL PARTICIPACOES SA|0001066115|20FR12B|19980918|None|1998/0000950130-98-004577.txt|0001066115-19980918.txt
TELENORTE CELULAR PARTICIPACOES SA|0001066121|20FR12B|19980918|None|1998/0000950130-98-004578.txt|0001066121-19980918.txt
TELE LESTE CELULAR PARTICIPACOES|0001066124|20FR12B|19980918|None|1998/0000950130-98-004579.txt|0001066124-19980918.txt
TELEMIG CELULAR PARTICIPACOES SA|0001066118|20FR12B|19980918|None|1998/0000950130-98-004580.txt|0001066118-19980918.txt
TELE NORTE LESTE PARTICIPACOES SA|0001066113|20FR12B|19980918|None|1998/0000950130-98-004581.txt|0001066113-19980918.txt
TELE SUDESTE CELULAR PARTICIPACOES SA|0001066123|20FR12B|19980918|None|1998/0000950130-98-004584.txt|0001066123-19980918.txt
TELE CENTRO DESTE CELULAR PARTICIPACOES|0001066114|20FR12B|19980918|None|1998/0000950130-98-004587.txt|0001066114-19980918.txt
TELE CELULAR SUL PARTICIPACOES SA|0001066116|20FR12B|19980918|None|1998/0000950130-98-004588.txt|0001066116-19980918.txt
TELESP CELULAR PARTICIPACOES SA|0001066120|20FR12B|19980918|None|1998/0000950130-98-004589.txt|0001066120-19980918.txt
TELE NORDESTE CELULAR PARTICIPACOES SA|0001066122|20FR12B|19980918|None|1998/0000950130-98-004591.txt|0001066122-19980918.txt
EMBARTEL PARTICIPACOES SA|0001066117|20FR12B|19980921|None|1998/0000950130-98-004603.txt|0001066117-19980921.txt
NIPPON TELEGRAPH & TELEPHONE CORP|0000769594|20-F|19980929|19980331|1998/0000950130-98-004767.txt|0000769594-19980929.txt
TELE CENTRO OESTE CELULAR PARTICIPACOES|0001066114|20FR12B/A|19981102|None|1998/0000950130-98-005207.txt|0001066114-19981102.txt
TELE CELULAR SUL PARTICIPACOES SA|0001066116|20FR12B/A|19981102|None|1998/0000950130-98-005208.txt|0001066116-19981102.txt
TELE LESTE CELULAR PARTICIPACOES|0001066124|20FR12B/A|19981102|None|1998/0000950130-98-005209.txt|0001066124-19981102.txt
TELENORTE CELULAR PARTICIPACOES SA|0001066121|20FR12B/A|19981102|None|1998/0000950130-98-005210.txt|0001066121-19981102.txt
TELE NORDESTE CELULAR PARTICIPACOES SA|0001066122|20FR12B/A|19981102|None|1998/0000950130-98-005211.txt|0001066122-19981102.txt
TELEMIG CELULAR PARTICIPACOES SA|0001066118|20FR12B/A|19981102|None|1998/0000950130-98-005212.txt|0001066118-19981102.txt
TELE NORTE LESTE PARTICIPACOES SA|0001066113|20FR12B/A|19981102|None|1998/0000950130-98-005213.txt|0001066113-19981102.txt
TELESP CELULAR PARTICIPACOES SA|0001066120|20FR12B/A|19981102|None|1998/0000950130-98-005214.txt|0001066120-19981102.txt
TELE CENTRO SUL PARTICIPACOES SA|0001066115|20FR12B/A|19981102|None|1998/0000950130-98-005215.txt|0001066115-19981102.txt
TELE SUDESTE CELULAR PARTICIPACOES SA|0001066123|20FR12B/A|19981102|None|1998/0000950130-98-005217.txt|0001066123-19981102.txt
TELESP PARTICIPACOES SA|0001066119|20FR12B/A|19981102|None|1998/0000950130-98-005219.txt|0001066119-19981102.txt
EMBRATEL PARTICIPACOES SA|0001066117|20FR12B/A|19981116|None|1998/0000950130-98-005523.txt|0001066117-19981116.txt
TELECOM CORP OF NEW ZEALAND LTD|0000875809|20-F|19980928|19980331|1998/0000950131-98-005311.txt|0000875809-19980928.txt
PETROFINA|0001045182|20-F|19980629|19971231|1998/0000950133-98-002452.txt|0001045182-19980629.txt
SANTA FE INTERNATIONAL CORP/|0001038914|20-F|19980327|19971231|1998/0000950134-98-002483.txt|0001038914-19980327.txt
OLICOM A S|0000891426|20-F|19980618|19971231|1998/0000950134-98-005344.txt|0000891426-19980618.txt
DRANSFIELD CHINA PAPER CORP|0001021126|20-F|19980918|19980331|1998/0000950134-98-007656.txt|0001021126-19980918.txt
GENESIS MICROCHIP INC|0001053782|20-F|19980928|19980531|1998/0000950134-98-007801.txt|0001053782-19980928.txt
DURA PRODUCTS INTERNATIONAL INC|0001043407|20-F|19980423|19971231|1998/0000950135-98-002585.txt|0001043407-19980423.txt
ALTAREX CORP|0001046403|20-F|19980601|19971231|1998/0000950135-98-003626.txt|0001046403-19980601.txt
LASERMEDIA COMMUNICATIONS CORP /FI|0001047705|20FR12G|19980211|None|1998/0000950137-98-000402.txt|0001047705-19980211.txt
LASERMEDIA COMMUNICATIONS CORP|0001055364|20FR12G|19980211|None|1998/0000950137-98-000414.txt|0001055364-19980211.txt
LASERMEDIA COMMUNICATIONS CORP|0001055364|20FR12G/A|19980410|None|1998/0000950137-98-001525.txt|0001055364-19980410.txt
LASERMEDIA COMMUNICATIONS CORP|0001055364|20-F|19980630|19980630|1998/0000950137-98-002652.txt|0001055364-19980630.txt
NUR MACROPRINTERS LTD|0000946394|20-F|19980630|19971231|1998/0000950146-98-001128.txt|0000946394-19980630.txt
ASIA ELECTRONICS HOLDING CO INC|0001041651|20-F|19980630|19971231|1998/0000950146-98-001132.txt|0001041651-19980630.txt
NAM TAI ELECTRONICS INC|0000829365|20-F|19980330|19971231|1998/0000950148-98-000691.txt|0000829365-19980330.txt
BIOVAIL CORPORATION INTERNATIONAL|0000885590|20FR12B|19980630|None|1998/0000950150-98-001098.txt|0000885590-19980630.txt
MED EMERG INTERNATIONAL INC|0001030179|20FR12B|19980630|None|1998/0000950150-98-001113.txt|0001030179-19980630.txt
PT POLYTAMA PROPINDO|0001038516|20-F|19980630|19971231|1998/0000950150-98-001119.txt|0001038516-19980630.txt
ELSEVIER NV /|0000929872|20-F|19980327|19971231|1998/0000950164-98-000049.txt|0000929872-19980327.txt
NU DAWN RESOURCES INC|0000861398|20-F|19980612|19971031|1998/0001000096-98-000404.txt|0000861398-19980612.txt
BONSO ELECTRONICS INTERNATIONAL INC|0000846546|20-F|19981015|19980331|1998/0001000096-98-000613.txt|0000846546-19981015.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20FR12G/A|19980306|None|1998/0001002334-98-000038.txt|0001050692-19980306.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20FR12G/A|19980427|None|1998/0001002334-98-000077.txt|0001050692-19980427.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20FR12G/A|19980518|None|1998/0001002334-98-000104.txt|0001050692-19980518.txt
IUSACELL S A DE C V|0001047451|20-F|19980630|19971231|1998/0001005477-98-002131.txt|0001047451-19980630.txt
EURO TECH HOLDINGS CO LTD|0001026662|20-F|19980715|19971231|1998/0001005477-98-002198.txt|0001026662-19980715.txt
SUNCOM TELECOMMUNICATIONS INC|0000790948|20-F|19980918|19980228|1998/0001005477-98-002793.txt|0000790948-19980918.txt
NATIONAL HEALTHCARE MANUFACTURING CORP|0001010854|20-F|19981117|19980430|1998/0001010854-98-000028.txt|0001010854-19981117.txt
BARBEQUES GALORE LTD|0001047326|20-F|19980430|19980131|1998/0001012870-98-001139.txt|0001047326-19980430.txt
LOGITECH INTERNATIONAL SA|0001032975|20-F|19980629|19980331|1998/0001012870-98-001714.txt|0001032975-19980629.txt
GENESIS DEVELOPMENT & CONSTRUCTION LTD|0001028572|20-F|19980630|19971231|1998/0001018523-98-000007.txt|0001028572-19980630.txt
IWI HOLDING LTD|0000923168|20-F|19980714|19971231|1998/0001026700-98-000058.txt|0000923168-19980714.txt
GENTIA SOFTWARE PLC|0001010555|20-F|19980630|19971231|1998/0001029869-98-000854.txt|0001010555-19980630.txt
VISTA GOLD CORP|0000783324|20-F|19980408|19971231|1998/0001035704-98-000251.txt|0000783324-19980408.txt
INTERNATIONAL URANIUM CORP|0001063259|20FR12G|19980611|None|1998/0001035704-98-000395.txt|0001063259-19980611.txt
INTERNATIONAL URANIUM CORP|0001063259|20FR12G/A|19981008|None|1998/0001035704-98-000624.txt|0001063259-19981008.txt
SPARKLING SPRING WATER GROUP LTD|0001050760|20-F|19980616|19971231|1998/0001042645-98-000146.txt|0001050760-19980616.txt
GENSET|0001014622|20-F|19980511|19971231|1998/0001047469-98-019220.txt|0001014622-19980511.txt
STOLT COMEX SEAWAY S A|0000898685|20-F|19980528|19971130|1998/0001047469-98-022043.txt|0000898685-19980528.txt
STOLT NIELSEN S A|0000831980|20-F|19980528|19971130|1998/0001047469-98-022045.txt|0000831980-19980528.txt
TURBODYNE TECHNOLGIES INC|0001022097|20-F|19980715|19971231|1998/0001047469-98-027305.txt|0001022097-19980715.txt
LJ INTERNATIONAL INC|0001046692|20-F|19980929|19980430|1998/0001047469-98-035838.txt|0001046692-19980929.txt
ILOG SA|0001031140|20-F|19981001|19980630|1998/0001047469-98-036204.txt|0001031140-19981001.txt
ELECTROCON INTERNATIONAL INC|0000835538|20-F|19980901|19971231|1998/0001050502-98-000288.txt|0000835538-19980901.txt
PEAKSOFT CORP|0001058429|20FR12G|19980422|None|1998/0001058429-98-000007.txt|0001058429-19980422.txt
HUNTINGDON LIFE SCIENCES GROUP PLC|0000718083|20-F|19990514|19981231|1999/0000718083-99-000007.txt|0000718083-19990514.txt
MERANT PLC|0000881581|20-F|19991101|19990430|1999/0000881581-99-000071.txt|0000881581-19991101.txt
MILLENIUM SEACARRIERS INC|0001068953|20-F|19990430|19981231|1999/0000882377-99-000231.txt|0001068953-19990430.txt
CHINA ENERGY RESOURCES CORP|0000925527|20-F|19990715|19981231|1999/0000882377-99-000389.txt|0000925527-19990715.txt
PEAKSOFT CORP|0001058429|20-F|19990330|19980930|1999/0000889810-99-000108.txt|0001058429-19990330.txt
DENISON INTERNATIONAL PLC|0001042598|20-F|19990331|19981231|1999/0000889812-99-001053.txt|0001042598-19990331.txt
PAGING NETWORK DO BRAZIL SA|0001041491|20-F|19990430|19981231|1999/0000889812-99-001351.txt|0001041491-19990430.txt
SAPIENS INTERNATIONAL CORP N V|0000885740|20-F|19990616|19981230|1999/0000889812-99-001852.txt|0000885740-19990616.txt
ANSALDO SIGNAL NV|0001027228|20-F|19990629|19981231|1999/0000889812-99-001970.txt|0001027228-19990629.txt
SPECTRUM SIGNAL PROCESSING INC|0000884455|20-F|19990629|19981231|1999/0000889812-99-001982.txt|0000884455-19990629.txt
IDS INTELLIGENT DETECTION SYSTEMS INC|0001077058|20FR12B|19991214|None|1999/0000889812-99-003668.txt|0001077058-19991214.txt
MINCO MINING & METALS CORP|0001020825|20-F|19990715|19981231|1999/0000891020-99-001197.txt|0001020825-19990715.txt
MFC BANCORP LTD|0000016859|20-F|19991004|19981231|1999/0000891020-99-001661.txt|0000016859-19991004.txt
GRUPO ELEKTRA SA DE CV|0000925050|20-F|19990630|19981231|1999/0000891554-99-001331.txt|0000925050-19990630.txt
BROCKER TECHNOLOGY GROUP LTD|0001094034|20FR12G|19991004|None|1999/0000891554-99-001876.txt|0001094034-19991004.txt
INDEPENDENT ENERGY HOLDINGS PLC|0001050692|20-F|19991228|19990630|1999/0000891554-99-002385.txt|0001050692-19991228.txt
BROCKER TECHNOLOGY GROUP LTD|0001094034|20FR12G|19991230|None|1999/0000891554-99-002398.txt|0001094034-19991230.txt
BAAN CO N V|0000944624|20-F|19990602|19981231|1999/0000891618-99-002527.txt|0000944624-19990602.txt
RADICA GAMES LTD|0000919642|20-F|19990208|19981231|1999/0000891836-99-000075.txt|0000919642-19990208.txt
REUTERS GROUP PLC|0001056084|20-F|19990305|19981231|1999/0000891836-99-000161.txt|0001056084-19990305.txt
WIRELESS TECHNOLOGY CORPORATIONS LTD|0001058868|20-F|19990625|19981231|1999/0000893220-99-000772.txt|0001058868-19990625.txt
BALTIC COMMUNICATIONS LTD|0001058864|20-F|19990625|19981231|1999/0000893220-99-000773.txt|0001058864-19990625.txt
NWE CAPITAL CYPRUS LTD|0001058863|20-F|19990625|19981231|1999/0000893220-99-000774.txt|0001058863-19990625.txt
PLD ASSET LEASING LTD|0001058865|20-F|19990830|19981231|1999/0000893220-99-001024.txt|0001058865-19990830.txt
PLD CAPITAL LTD|0001058866|20-F|19990830|19981231|1999/0000893220-99-001029.txt|0001058866-19990830.txt
PEAK INTERNATIONAL LTD|0001036081|20-F|19990923|19990331|1999/0000898430-99-003665.txt|0001036081-19990923.txt
TOUCAN GOLD CORP|0000850083|20FR12G|19991029|None|1999/0000899078-99-000393.txt|0000850083-19991029.txt
TOUCAN MINING PLC|0001095469|20FR12G|19991102|None|1999/0000899078-99-000401.txt|0001095469-19991102.txt
TEXON INTERNATIONAL PLC|0001058980|20-F|19990430|19981231|1999/0000902561-99-000203.txt|0001058980-19990430.txt
BACHOCO INDUSTRIES|0001044874|20-F|19990629|19981231|1999/0000903423-99-000248.txt|0001044874-19990629.txt
TELE LESTE CELULAR PARTICIPACOES|0001066124|20FR12B|19990630|None|1999/0000903423-99-000251.txt|0001066124-19990630.txt
TELE NORDESTE CELULAR PARTICIPACOES SA|0001066122|20FR12B|19990630|None|1999/0000903423-99-000252.txt|0001066122-19990630.txt
TELE SUDESTE CELULAR PARTICIPACOES SA|0001066123|20FR12B|19990630|None|1999/0000903423-99-000253.txt|0001066123-19990630.txt
TELEMIG CELULAR PARTICIPACOES SA|0001066118|20FR12B|19990630|None|1999/0000903423-99-000255.txt|0001066118-19990630.txt
TELENORTE CELULAR PARTICIPACOES SA|0001066121|20FR12B|19990630|None|1999/0000903423-99-000256.txt|0001066121-19990630.txt
TELESP PARTICIPACOES SA|0001066119|20FR12B|19990630|None|1999/0000903423-99-000257.txt|0001066119-19990630.txt
TELE NORTE LESTE PARTICIPACOES SA|0001066113|20FR12B|19990708|None|1999/0000903423-99-000272.txt|0001066113-19990708.txt
TEEKAY SHIPPING CORP|0000911971|20-F|19990611|19990331|1999/0000911971-99-000002.txt|0000911971-19990611.txt
ILOG SA|0001031140|20-F|19991025|19990630|1999/0000912057-99-002096.txt|0001031140-19991025.txt
DYNAMIC DIGITAL DEPTH INC|0001090212|20FR12G/A|19991105|None|1999/0000912057-99-003738.txt|0001090212-19991105.txt
DYNAMIC DIGITAL DEPTH INC|0001090212|20FR12G/A|19991109|None|1999/0000912057-99-004184.txt|0001090212-19991109.txt
DYNAMIC DIGITAL DEPTH INC|0001090212|20FR12G/A|19991207|None|1999/0000912057-99-008542.txt|0001090212-19991207.txt
DYNAMIC DIGITAL DEPTH INC|0001090212|20FR12G/A|19991222|None|1999/0000912057-99-010397.txt|0001090212-19991222.txt
VASOGEN INC|0001042018|20-F|19990527|19981130|1999/0000914317-99-000351.txt|0001042018-19990527.txt
CENARGO INTERNATIONAL PLC|0001068419|20-F|19990309|19981231|1999/0000919574-99-000549.txt|0001068419-19990309.txt
KNIGHTSBRIDGE TANKERS LTD|0001029145|20-F|19990317|19981231|1999/0000919574-99-000572.txt|0001029145-19990317.txt
NORDIC AMERICAN TANKER SHIPPING LTD|0001000177|20-F|19990503|19990130|1999/0000919574-99-000662.txt|0001000177-19990503.txt
GOLDEN OCEAN GROUP LTD|0001058092|20-F|19990514|19990331|1999/0000919574-99-000729.txt|0001058092-19990514.txt
CALPETRO TANKERS IOM LTD|0000923657|20-F|19990617|19981231|1999/0000919574-99-000817.txt|0000923657-19990617.txt
CALPETRO TANKERS BAHAMAS I LTD|0000923652|20-F|19990617|19981231|1999/0000919574-99-000818.txt|0000923652-19990617.txt
CALPETRO TANKERS BAHAMAS II LTD|0000923655|20-F|19990617|19981231|1999/0000919574-99-000819.txt|0000923655-19990617.txt
